<<<<<<< HEAD
Date,Governorate,Latitude,Longitude,Population,Need Type,Quantity,Beneficiaries,Urgency (1-5),Common Crisis Type,External Data Type,External Event,Source;
2026-06-26,Kasserine,35.1676,8.8365,470000,Hygiene kits,500,Teen girls in rural areas,3,Menstrual hygiene,Health,Lack of access to basic hygiene items,UNFPA
2026-06-30,Kasserine,35.1676,8.8365,470000,Legal aid,200,Refugees in transit,3,Border issues,Legal,Delayed processing of asylum requests,UNHCR
2026-07-04,Kasserine,35.1676,8.8365,470000,Psychological support,350,Youth in conflict zones,4,Trauma recovery,Social,Increased youth anxiety after clashes,MSF
2026-07-08,Kasserine,35.1676,8.8365,470000,Livelihood training,600,Unemployed women,3,Joblessness,Economic recovery,Need for income-generating projects,UNDP
2026-06-01,Beja,36.7333,9.1833,304000,Food,820,Farming families in remote zones,3,Harvest failure,Agriculture,Grain yield down 25% due to late rains,FAO
2026-06-05,Beja,36.7333,9.1833,304000,Medical aid,300,Elderly in rural municipalities,4,Clinic under-resourcing,Health,Shortage of general practitioners,WHO Tunisia
2026-06-09,Beja,36.7333,9.1833,304000,Water,600,Villages without access to potable water,3,Water scarcity,Climate,Reservoirs drop to lowest levels since 2012,OCHA
2026-06-13,Beja,36.7333,9.1833,304000,Blankets,450,Families in mountain zones,2,Cold wave,Weather,Temperatures unexpectedly fall to 4°C,INS Tunisia
2026-06-17,Beja,36.7333,9.1833,304000,Shelter repair,280,Low-income urban areas,3,Structural risk,Housing,Old housing stock collapses after storms,Local Gov
2026-06-21,Beja,36.7333,9.1833,304000,Hygiene kits,390,Primary school students,2,Hygiene education,Health,Schools lack basic sanitary resources,UNICEF
2026-06-25,Beja,36.7333,9.1833,304000,Seeds & tools,720,Smallholder farmers,4,Post-flood recovery,Agriculture,Flash floods damage early planting,FAO
2026-06-29,Beja,36.7333,9.1833,304000,Legal support,150,Migrants in border-adjacent zones,3,Paperwork issues,Legal,Legal identity support needed,UNHCR
2026-07-03,Beja,36.7333,9.1833,304000,Livelihood support,500,Unemployed youth,4,Rural exodus,Economic,Young adults seeking work in coastal cities,UNDP
2026-07-07,Beja,36.7333,9.1833,304000,School meals,630,Children in food-insecure homes,3,Nutrition insecurity,Education,Malnutrition rates increase among schoolchildren,UNICEF
2026-06-01,Ben Guerdane,33.1378,11.2164,79800,Food,670,Vulnerable border families,4,Cross-border trade disruption,Economic,Closure of Ras Jedir crossing causes shortages,WFP
2026-06-04,Ben Guerdane,33.1378,11.2164,79800,Medical aid,300,Undocumented migrants,5,Lack of access to healthcare,Mixed migration,Emergency medical tents deployed near border,MSF
2026-06-08,Ben Guerdane,33.1378,11.2164,79800,Shelter,120,Transit refugees from Libya,4,No shelter capacity,Mixed migration,Temporary shelters overwhelmed,UNHCR
2026-06-12,Ben Guerdane,33.1378,11.2164,79800,Water,510,Rural communities,3,Water stress,Climate,Groundwater depletion reported,OCHA
2026-06-16,Ben Guerdane,33.1378,11.2164,79800,Psychosocial support,220,Border children exposed to violence,4,Trauma cases,Child protection,Increase in PTSD symptoms,UNICEF
2026-06-20,Ben Guerdane,33.1378,11.2164,79800,Hygiene kits,430,Women and girls,3,Sanitation needs,Protection,Insufficient menstrual hygiene products,UNFPA
2026-06-24,Ben Guerdane,33.1378,11.2164,79800,Food,550,Nomadic populations,3,Access issues,Geography,Drought reduces grazing capacity,FAO
2026-06-28,Ben Guerdane,33.1378,11.2164,79800,Security patrols,80,Border communities,5,Insecurity,Conflict,Increase in smuggling & armed groups,Local Authorities
2026-07-02,Ben Guerdane,33.1378,11.2164,79800,Education kits,300,Displaced Libyan children,4,School interruption,Mixed migration,Children need reintegration support,UNICEF
2026-07-06,Ben Guerdane,33.1378,11.2164,79800,Cash assistance,400,Low-income traders,3,Economic slowdown,Markets,Informal trade decline post-border closure,UNDP
2026-06-01,Zarzis,33.5035,11.1122,75600,Food,600,Sub-Saharan migrants stranded,4,Transit bottleneck,Mixed migration,Humanitarian corridor blocked,IFRC
2026-06-03,Zarzis,33.5035,11.1122,75600,Medical care,250,Migrant women and children,4,Lack of reproductive services,Health,Mobile clinics deployed,UNFPA
2026-06-06,Zarzis,33.5035,11.1122,75600,Shelter,150,Displaced Libyans,3,Overcrowding of reception centers,Conflict,Capacity overwhelmed at main site,UNHCR
2026-06-09,Zarzis,33.5035,11.1122,75600,Water,500,Fishing community,3,Salinization of water supply,Climate,Drought and seawater intrusion,OCHA
2026-06-12,Zarzis,33.5035,11.1122,75600,Livelihoods,320,Small-scale farmers,3,Agricultural loss,Climate,Olive production affected by heatwaves,FAO
2026-06-15,Zarzis,33.5035,11.1122,75600,Protection services,280,Unaccompanied minors,4,Abuse and exploitation risks,Mixed migration,Guardianship systems strained,UNICEF
2026-06-18,Zarzis,33.5035,11.1122,75600,Cash assistance,370,Host families,3,Burden-sharing stress,Mixed migration,Local families housing migrants,UNHCR
2026-06-21,Zarzis,33.5035,11.1122,75600,NFI kits,420,Migrant shelters,3,Poor shelter conditions,Protection,Tents deteriorating under sun exposure,IFRC
2026-06-24,Zarzis,33.5035,11.1122,75600,Education support,200,Children in coastal areas,2,Dropout risk,Education,Lack of school transport,UNICEF
2026-06-27,Zarzis,33.5035,11.1122,75600,Security patrols,100,Coastal communities,4,Smuggling & trafficking risks,Border,Increased boat departures detected,Local Authorities
2026-06-01,Bizerte,37.2744,9.8739,143000,Food,420,Vulnerable coastal families,3,Price hikes,Inflation,Decreased access to basic food,IFRC
2026-06-04,Bizerte,37.2744,9.8739,143000,Water,300,Rural households,3,Dry reservoirs,Climate,Drought reduces water table,Ministry of Agriculture
2026-06-07,Bizerte,37.2744,9.8739,143000,Sanitation,220,Fishermen settlements,3,Poor waste disposal,Health,Contamination of fishing zones,OCHA
2026-06-10,Bizerte,37.2744,9.8739,143000,Livelihoods,350,Fishermen & dock workers,2,Reduced fishing yields,Economy,Fuel cost impacts boat use,ILO
2026-06-13,Bizerte,37.2744,9.8739,143000,Medical care,270,Industrial workers,2,Occupational hazards,Health,Lack of PPE in shipyards,WHO
2026-06-16,Bizerte,37.2744,9.8739,143000,Education,180,Urban poor youth,2,Dropouts,Education,Public school quality decline,UNICEF
2026-06-19,Bizerte,37.2744,9.8739,143000,Environmental cleanup,150,Coastal zones,3,Oil spill residues,Environment,Old port infrastructure,Local Municipality
2026-06-22,Bizerte,37.2744,9.8739,143000,Protection,240,Migrant dock laborers,3,Exploitative work,Migration,Lack of oversight in hiring,ILO
2026-06-25,Bizerte,37.2744,9.8739,143000,Cash support,190,Low-income families,2,Unemployment,Economy,Decline in seasonal tourism,UNHCR
2026-06-28,Bizerte,37.2744,9.8739,143000,Nutrition,130,Children under 5,3,Micronutrient deficiencies,Health,Limited access to fresh produce,WFP
>>>>>>> f9b0bacb64f099e2b8b25a89c28f0ae0b544b528
